<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
ROSN;D;200103;000000;453.75;458.65;453.35;456.9;4364310
ROSN;D;200106;000000;458.8;460.4;453.4;455.6;6817630
ROSN;D;200108;000000;456;462.7;451.45;452;9228840
ROSN;D;200109;000000;452.4;460.95;450.7;460.2;4979740
ROSN;D;200110;000000;459.9;475.65;456.85;473.5;6694220
ROSN;D;200113;000000;474.45;482.25;472.15;481.15;4807490
ROSN;D;200114;000000;481.2;486.45;472.7;475.5;6552170
ROSN;D;200115;000000;474.65;482.1;469.95;474.5;4594560
ROSN;D;200116;000000;477.95;481.5;476.7;480.95;4122720
ROSN;D;200117;000000;482.45;487.2;481.25;485.15;4462140
ROSN;D;200120;000000;488;489.9;484.65;484.85;3123590
ROSN;D;200121;000000;482.55;486.85;479;486.15;2917150
ROSN;D;200122;000000;486.25;488.55;476.05;478.15;11723480
ROSN;D;200123;000000;475.05;479.7;470.6;473.1;4178020
ROSN;D;200124;000000;475.1;478.4;473.5;474;3296670
ROSN;D;200127;000000;469.1;473.8;465.8;468.3;5666060
ROSN;D;200128;000000;472;477.7;468.2;477.7;5878730
ROSN;D;200129;000000;480.05;482;475.6;481.7;6303100
ROSN;D;200130;000000;480.55;483.3;477.8;481.2;14579330
ROSN;D;200131;000000;483.6;486;478.75;480.5;8590650
ROSN;D;200203;000000;478.6;481.45;476.6;479.95;4669800
ROSN;D;200204;000000;481.35;483;478.35;480;8779820
ROSN;D;200205;000000;481;481.5;474.4;477;5656150
ROSN;D;200206;000000;478.55;480.5;471;475.6;4753390
ROSN;D;200207;000000;475.5;476.75;450.55;463.6;16661800
ROSN;D;200210;000000;463.65;463.85;447.8;450;8838180
ROSN;D;200211;000000;454.7;456.7;448.25;454.3;7800690
ROSN;D;200212;000000;456.45;465.8;455.5;465.8;7398340
ROSN;D;200213;000000;463.8;465.5;458.55;463;5194490
ROSN;D;200214;000000;462.6;464.4;456.25;460.5;4927690
ROSN;D;200217;000000;460.9;464.7;459.7;464.7;2861190
ROSN;D;200218;000000;462.5;466;440.7;452.2;12451240
ROSN;D;200219;000000;455.4;469;455.4;465.65;10639740
ROSN;D;200220;000000;468.2;476.95;465.6;470.4;9020310
ROSN;D;200221;000000;468.5;469;461.65;461.75;6003350
ROSN;D;200225;000000;455.15;458.75;442.7;443.85;7315110
ROSN;D;200226;000000;441.7;444.6;431.5;443.7;9685810
ROSN;D;200227;000000;436.9;440;420.95;422.05;9692300
ROSN;D;200228;000000;416.1;417;398.15;403.4;18857900
ROSN;D;200302;000000;410.95;415.4;389.5;394.5;11836540
ROSN;D;200303;000000;406.05;411.95;400.5;406;11093190
ROSN;D;200304;000000;402.95;416.55;399.2;415.95;9077990
ROSN;D;200305;000000;417.8;420;408.5;410.6;8604330
ROSN;D;200306;000000;405.95;406.95;391.05;392.95;12738960
ROSN;D;200310;000000;353.7;357.4;320;326.5;38145830
ROSN;D;200311;000000;332.7;334.4;310.95;314.05;20713740
ROSN;D;200312;000000;300;305;270.8;277.5;29181800
ROSN;D;200313;000000;262;288.65;261.4;266.25;44524210
ROSN;D;200316;000000;266.25;280;251;258.5;30921610
ROSN;D;200317;000000;260.65;268;246.25;249.15;19681860
ROSN;D;200318;000000;244;244.75;229.8;234;19290210
ROSN;D;200319;000000;237.05;268.65;230.05;264.4;37651340
ROSN;D;200320;000000;274.5;299.4;272;287.75;45298880
ROSN;D;200323;000000;275;276.45;265.15;274;35798070
ROSN;D;200324;000000;298.1;301.25;285.45;298.5;22552830
ROSN;D;200325;000000;304.7;319.75;287.75;304.75;36639270
ROSN;D;200326;000000;304.5;319.95;291;316.2;20450190
ROSN;D;200327;000000;315.85;322;296.3;302.8;13827680
ROSN;D;200330;000000;316.5;325.75;293.55;301;29649570
ROSN;D;200331;000000;305.15;319.75;304;314.35;25479010
ROSN;D;200401;000000;308;324.6;304.2;321;18316530
ROSN;D;200402;000000;334.95;354.3;324.65;340.5;38669380
ROSN;D;200403;000000;344.05;355;340.55;345;37173790
ROSN;D;200406;000000;348.05;352;340.25;343;18118390
ROSN;D;200407;000000;350;386.95;337.55;339.5;28475380
ROSN;D;200408;000000;336.95;342.95;335.7;341.5;13988970
ROSN;D;200409;000000;347.85;355;341.5;353;27072440
ROSN;D;200410;000000;349.95;350.05;342.15;344;12759730
ROSN;D;200413;000000;345;346.5;334.4;336.7;9810560
ROSN;D;200414;000000;339.15;342;327.4;330.95;13242050
ROSN;D;200415;000000;328;328.35;304.05;307.25;19838270
ROSN;D;200416;000000;308.55;314.9;296.25;305.75;21543770
ROSN;D;200417;000000;312;314.75;307.3;313.9;14630190
ROSN;D;200420;000000;310.5;314.5;307.8;307.9;12202180
ROSN;D;200421;000000;299.25;306.95;293.5;304;25171350
ROSN;D;200422;000000;299.8;329.1;299.2;321.95;24948470
ROSN;D;200423;000000;329.6;336.8;324.1;335;22942560
ROSN;D;200424;000000;334.5;334.5;322.5;324;16513470
ROSN;D;200427;000000;322.75;327.3;319.3;322.9;10219540
ROSN;D;200428;000000;320.9;331.3;318;325.1;17579090
ROSN;D;200429;000000;328.15;338.25;326.5;337.95;15348920
ROSN;D;200430;000000;343.35;346.45;330.3;335.65;17110780
ROSN;D;200504;000000;330.95;332.75;325.05;331;8818640
ROSN;D;200505;000000;336.95;343.55;334;342.5;13954260
ROSN;D;200506;000000;343.8;344.85;335;336.65;14581140
ROSN;D;200507;000000;337.35;344.55;336.75;343;12484260
ROSN;D;200508;000000;344.05;350;340.25;348;9539910
ROSN;D;200512;000000;347.5;355.7;345.2;351.1;11119860
ROSN;D;200513;000000;350.2;353.15;345.85;348;8898600
ROSN;D;200514;000000;346.4;349.95;344.55;347.15;8913890
ROSN;D;200515;000000;351.5;354.75;349.35;350.05;9500640
ROSN;D;200518;000000;357.25;375.95;355.65;375.05;19830000
ROSN;D;200519;000000;376.2;383.5;371.55;376.5;18924980
ROSN;D;200520;000000;374;384.45;373.25;380.25;14708980
ROSN;D;200521;000000;378.85;383.35;364.4;367;20865440
ROSN;D;200522;000000;359.7;365.9;358.1;364.5;13719580
ROSN;D;200525;000000;366.5;374;366.5;373.95;5281900
ROSN;D;200526;000000;377.8;380.9;374.4;374.4;10544440
ROSN;D;200527;000000;374.05;380;366.35;374.9;12178980
ROSN;D;200528;000000;376.75;378.2;372.5;377.45;7316850
ROSN;D;200529;000000;374.85;376.35;370.4;376.2;10691660
ROSN;D;200601;000000;380;387;376.35;378.7;8309570
ROSN;D;200602;000000;380.9;387;379.8;387;13073440
ROSN;D;200603;000000;390.2;397.6;388.4;396.95;13886280
ROSN;D;200604;000000;396.95;397.3;387.65;390.05;8801280
ROSN;D;200605;000000;394.2;402;393;401.95;11584640
ROSN;D;200608;000000;407;408.25;395;400.15;12606270
ROSN;D;200609;000000;402.15;403.9;394.3;402;10105280
ROSN;D;200610;000000;401.6;403.75;397.25;400.3;8809330
ROSN;D;200611;000000;382.8;382.9;370.5;376.1;15430710
ROSN;D;200615;000000;368.55;369.05;359.55;366.15;12086540
ROSN;D;200616;000000;372.15;376.8;370.25;371.4;9164100
ROSN;D;200617;000000;372.9;376.85;371.05;371.75;6430580
ROSN;D;200618;000000;371.65;374.5;369.25;373.65;5305690
ROSN;D;200619;000000;376.15;378.8;373.7;376.15;7032170
ROSN;D;200622;000000;374.55;379;370.5;375.65;5857780
ROSN;D;200623;000000;376.85;377.75;372.5;373.6;4246480
ROSN;D;200625;000000;366.8;372;362.2;371.5;9231090
ROSN;D;200626;000000;372.95;372.95;366;367.05;3584380
ROSN;D;200629;000000;365.95;367.45;361.7;365.5;4323120
ROSN;D;200630;000000;365.5;366.2;359.5;361.8;4136850
ROSN;D;200702;000000;364.1;367.8;362.5;366.05;3681850
ROSN;D;200703;000000;366.65;368.2;362.95;365.35;3345330
ROSN;D;200706;000000;367.85;373.65;367;368.8;5164220
ROSN;D;200707;000000;366;368.8;364.55;365.85;3424680
ROSN;D;200708;000000;366.35;366.8;362.75;366.15;2848480
ROSN;D;200709;000000;366.85;367.45;360.65;364.25;3938460
ROSN;D;200710;000000;361.4;364.5;356.8;364;4238130
ROSN;D;200713;000000;365.8;367.4;354.3;354.95;4992760
ROSN;D;200714;000000;355.9;355.9;349.05;355;7403290
ROSN;D;200715;000000;355.7;362.95;353.35;358.45;8342140
ROSN;D;200716;000000;356.95;361.45;355.85;361.1;2849150
ROSN;D;200717;000000;360.7;362.25;358.35;359.85;2148690
ROSN;D;200720;000000;359.35;361.65;355.9;361.35;3789860
ROSN;D;200721;000000;362.6;367.75;362.2;364.45;5274330
ROSN;D;200722;000000;364.05;366.8;362.2;364.7;3385610
ROSN;D;200723;000000;366.2;366.55;358.1;360;3207020
ROSN;D;200724;000000;358.2;360.7;357.4;359.75;4467990
ROSN;D;200727;000000;360.25;361;356.3;358.25;4474730
ROSN;D;200728;000000;358.85;359.3;355;355.4;4089570
ROSN;D;200729;000000;356;360.4;355.45;360.4;5483200
ROSN;D;200730;000000;359.3;359.6;352.6;355.85;5643870
ROSN;D;200731;000000;356.45;358.2;353.5;356.9;4013630
ROSN;D;200803;000000;356;358.35;355.25;356.45;3727140
ROSN;D;200804;000000;356.55;360.7;355;359.8;4723340
ROSN;D;200805;000000;361;365.6;359;364.5;7939910
ROSN;D;200806;000000;365.05;374.85;362.45;369;6132800
ROSN;D;200807;000000;367.85;370.5;365.2;367.15;4822140
ROSN;D;200810;000000;367.95;370.95;366.6;368.25;3340780
ROSN;D;200811;000000;369;371.85;366.7;367.2;6198430
ROSN;D;200812;000000;368.95;379.05;368.55;377.85;7422770
ROSN;D;200813;000000;378.1;389.7;376;387.3;10575180
ROSN;D;200814;000000;387.9;390;382.65;387.95;6085500
ROSN;D;200817;000000;389.35;393.1;383.2;389.55;6536810
ROSN;D;200818;000000;387.95;394.3;386.15;391.85;5597370
ROSN;D;200819;000000;392.25;393.25;385.4;388.5;3868620
ROSN;D;200820;000000;385.1;386.3;379.1;381.6;5233000
ROSN;D;200821;000000;382.1;386.2;377.6;382.8;4098640
ROSN;D;200824;000000;384.55;388.7;383.25;388.65;3239960
ROSN;D;200825;000000;389.65;393.45;386.7;392.8;5954900
ROSN;D;200826;000000;393.05;398.5;391.9;397.5;5658370
ROSN;D;200827;000000;397.5;399;388.3;389.65;3885600
ROSN;D;200828;000000;389.9;391.2;378.8;380.65;3495160
ROSN;D;200831;000000;382.4;385;371.25;373.2;7511950
ROSN;D;200901;000000;375;375.45;369.8;373.9;3555430
ROSN;D;200902;000000;374.45;377.5;367.3;371.5;4524990
ROSN;D;200903;000000;371;372.35;363.3;366.2;4802920
ROSN;D;200904;000000;365.7;372.8;365;372.5;5653510
ROSN;D;200907;000000;370;373.4;367.45;371.4;3413950
ROSN;D;200908;000000;370.5;372.65;364.5;367.9;5020740
ROSN;D;200909;000000;367.8;372.75;367.35;371.8;4596510
ROSN;D;200910;000000;372;373;365.65;366.9;4262410
ROSN;D;200911;000000;367.25;371.7;365.5;370.05;3234080
ROSN;D;200914;000000;372;376.9;370.65;374.45;3274330
ROSN;D;200915;000000;373.1;385.7;373.1;385.3;4044830
ROSN;D;200916;000000;386.3;389.9;381.8;385.75;4940960
ROSN;D;200917;000000;382.6;384.15;378.65;382.55;5316600
ROSN;D;200918;000000;382.55;384;374.5;376.5;4164420
ROSN;D;200921;000000;375.9;375.95;363.4;368.3;6771470
ROSN;D;200922;000000;367.6;375.7;366.75;374.8;4161700
ROSN;D;200923;000000;375.8;379.55;370.15;370.75;3811370
ROSN;D;200924;000000;373.25;379;369.15;376.7;3868270
ROSN;D;200925;000000;378.15;381.5;376.95;381.4;4443610
ROSN;D;200928;000000;382.35;386.45;380.45;385.9;3432800
ROSN;D;200929;000000;386.1;389.4;380.8;384;4541140
ROSN;D;200930;000000;382.9;387.95;381.7;383;3703610
ROSN;D;201001;000000;386.7;389.1;382.1;385.45;5599090
ROSN;D;201002;000000;383.5;384.2;378.1;380.45;5004850
ROSN;D;201005;000000;383;390.7;381.25;390.6;5734850
ROSN;D;201006;000000;391.55;395.7;389.85;390.2;4588390
ROSN;D;201007;000000;390;392.95;385.45;388.85;4071060
ROSN;D;201008;000000;390.15;394.2;386.1;392.5;4039530
ROSN;D;201009;000000;392.25;392.3;383.8;386.55;3072920
ROSN;D;201012;000000;386.1;387.15;382.7;384.15;4426510
ROSN;D;201013;000000;384;384.5;378.15;378.85;2533980
ROSN;D;201014;000000;378.95;385.95;376.4;385.4;3024070
ROSN;D;201015;000000;384.25;384.95;379.2;380.2;3617210
ROSN;D;201016;000000;378.8;384.35;377.95;382.95;3356330
ROSN;D;201019;000000;385.05;385.6;379.5;381.55;3104700
ROSN;D;201020;000000;380.95;385.5;380;384.6;2246790
ROSN;D;201021;000000;384.75;385.3;381.35;383.55;2369990
ROSN;D;201022;000000;382.85;384.85;380;381.8;2904200
ROSN;D;201023;000000;381.45;381.8;378.5;379.85;2406430
ROSN;D;201026;000000;377;378;373.6;374.55;2824480
ROSN;D;201027;000000;375.2;376.9;372.05;372.5;3053650
ROSN;D;201028;000000;371.6;371.8;350.5;350.9;9825060
ROSN;D;201029;000000;353.1;354.2;345;353;8003320
ROSN;D;201030;000000;349;352.35;343.6;349.8;5704950
ROSN;D;201102;000000;346.9;359.55;342.1;359.2;8445110
ROSN;D;201103;000000;360.05;376.8;358.35;374;8066890
ROSN;D;201105;000000;378.3;386.9;372.35;382.4;9341750
ROSN;D;201106;000000;380.45;384.7;378.15;382.35;6410160
ROSN;D;201109;000000;385.2;405;378.15;395.4;15975450
ROSN;D;201110;000000;395.3;418.85;392.25;414.55;11049050
ROSN;D;201111;000000;416.1;429;415.85;419.35;16134680
ROSN;D;201112;000000;418;419.65;410.55;412.3;7707490
ROSN;D;201113;000000;412.1;419.35;408.55;419.35;6385910
ROSN;D;201116;000000;425;435.45;415.65;430.95;12954860
ROSN;D;201117;000000;430.9;441.5;419.8;438.85;15121160
ROSN;D;201118;000000;437.6;460;436.25;452.9;19288970
ROSN;D;201119;000000;452.45;454.1;443.05;451.85;9538980
ROSN;D;201120;000000;450.5;465;446.15;464.8;13300420
ROSN;D;201123;000000;466.7;472.25;463.65;469.6;11202090
ROSN;D;201124;000000;472.5;474.9;462.3;472.2;8975140
ROSN;D;201125;000000;473.25;474.8;467.6;473.3;6841910
ROSN;D;201126;000000;473.45;473.8;463.8;464.75;5961830
ROSN;D;201127;000000;465;466.4;456.65;461.2;6127670
ROSN;D;201130;000000;457.1;458;444.6;449.5;9262240
ROSN;D;201201;000000;448.75;452.3;441.8;446.4;7838630
ROSN;D;201202;000000;445.55;451.8;439.3;448.75;6805840
ROSN;D;201203;000000;448.5;450;428.2;435.35;10752710
ROSN;D;201204;000000;439.55;447.3;437;444.8;8579520
ROSN;D;201207;000000;444.5;445.45;437.55;439.45;5017940
ROSN;D;201208;000000;438.1;438.1;426.7;432.75;7169830
ROSN;D;201209;000000;432.55;441.75;429.6;435.6;7633520
ROSN;D;201210;000000;434.7;452.15;434.5;450.9;8114000
ROSN;D;201211;000000;452;454;445;447.25;6776360
ROSN;D;201214;000000;449;459.4;438.6;441.8;10343570
ROSN;D;201215;000000;438.95;451.5;435.85;451.5;8229620
ROSN;D;201216;000000;451.5;456.4;437.5;444.4;9847650
ROSN;D;201217;000000;445.5;447.95;438.8;442.65;9207790
ROSN;D;201218;000000;441.85;443.95;438.9;440.65;8758360
ROSN;D;201221;000000;435.1;437.4;417.45;423.95;13025190
ROSN;D;201222;000000;419.05;435.45;417.75;430.7;7578620
ROSN;D;201223;000000;429.95;434.5;427;430.15;5233820
ROSN;D;201224;000000;431.35;438;429.2;436.35;3406800
ROSN;D;201225;000000;437.95;437.95;433;436.25;1038930
ROSN;D;201228;000000;436.5;439.95;434.35;435.65;2020410
ROSN;D;201229;000000;437.45;438.85;430.15;434.6;3298800
ROSN;D;201230;000000;435.65;438.45;433.4;435.1;5079040
ROSN;D;210104;000000;435.85;442.6;433;436;6387860
ROSN;D;210105;000000;436.05;450.7;433.3;449.35;6724540
ROSN;D;210106;000000;449.45;454.65;443.7;453.7;8220600
ROSN;D;210108;000000;465.2;481;463.8;478.2;12695070
ROSN;D;210111;000000;474.55;480.1;464;473.25;8789190
ROSN;D;210112;000000;475;479.2;466.25;474.4;7081940
ROSN;D;210113;000000;477;493.95;476.25;485.95;15288640
ROSN;D;210114;000000;485.75;505.65;484.05;505;15394440
ROSN;D;210115;000000;502.9;519.65;498.2;512.2;17888660
ROSN;D;210118;000000;509.8;519;505.25;516.5;10712490
ROSN;D;210119;000000;518.8;524.8;506.65;510.7;12517910
ROSN;D;210120;000000;510.9;514.7;507.55;510.65;4873080
ROSN;D;210121;000000;509.35;512.7;495.65;498;9246850
ROSN;D;210122;000000;494.8;495;485;494.25;8705980
ROSN;D;210125;000000;494.35;502.8;485.4;495.6;7532280
ROSN;D;210126;000000;493.1;498.25;488.1;493.95;4496630
ROSN;D;210127;000000;495.1;497.9;480.55;481.25;9576050
ROSN;D;210128;000000;479.8;485.65;475;483.4;6058190
ROSN;D;210129;000000;480.55;482.45;472;473;5551670
ROSN;D;210201;000000;475.2;478.9;469.5;478.35;6888020
ROSN;D;210202;000000;481.15;488.8;479;482;10407770
ROSN;D;210203;000000;487.65;494.2;482.15;489.95;7491510
ROSN;D;210204;000000;490.4;497.05;484.2;489.2;7943360
ROSN;D;210205;000000;492.45;496.75;490.35;493.95;7633720
ROSN;D;210208;000000;496.05;503.25;496.05;501.75;7730520
ROSN;D;210209;000000;503.8;505;492.4;494.8;6755720
ROSN;D;210210;000000;497.45;498.25;489.35;491.45;5608620
ROSN;D;210211;000000;490.35;501.7;488.15;496.8;6677070
ROSN;D;210212;000000;496.8;509.35;488.6;509.35;11944760
ROSN;D;210215;000000;513;522.45;508.2;521.45;8808290
ROSN;D;210216;000000;522.5;529.4;520.5;525.6;8703560
ROSN;D;210217;000000;524.9;528.15;505.7;515.15;11446210
ROSN;D;210218;000000;514.15;517.65;505.5;506.85;9681490
ROSN;D;210219;000000;505.8;515.15;504;512.75;7455920
ROSN;D;210220;000000;512.5;514;509.05;513.15;909640
ROSN;D;210222;000000;514.05;518.9;509.1;516;4532080
ROSN;D;210224;000000;511.75;518.7;511.15;518.25;6755490
ROSN;D;210225;000000;519.45;536.35;517.95;529.35;13381440
ROSN;D;210226;000000;525.7;533.2;520.45;523.35;10083590
ROSN;D;210301;000000;527.55;530;521.45;524.1;4862650
ROSN;D;210302;000000;519.55;529.85;518.85;526;4799200
ROSN;D;210303;000000;528.85;536.45;527.6;533.8;5959660
ROSN;D;210304;000000;535.2;549.7;533.2;540.1;12456910
ROSN;D;210305;000000;543;561.95;541.55;561;13674760
ROSN;D;210309;000000;558.95;581.45;556;570.6;14348590
ROSN;D;210310;000000;568.55;573.5;557;561.15;9579490
ROSN;D;210311;000000;563.15;572;563.1;572;9568100
ROSN;D;210312;000000;572.75;574.7;566.4;572.25;5931120
ROSN;D;210315;000000;573.2;580.75;572;576.4;9924110
ROSN;D;210316;000000;574.65;577.95;559.3;571.2;17699060
ROSN;D;210317;000000;571.2;574.1;551.25;555.85;15227090
ROSN;D;210318;000000;556.2;559.5;541;544.05;12354360
ROSN;D;210319;000000;542.8;560.95;541.6;560.3;9317510
ROSN;D;210322;000000;558.35;566.9;555.55;562.65;7502970
ROSN;D;210323;000000;560.3;573.45;556.55;565.1;8302870
ROSN;D;210324;000000;566.95;577;564.25;568.05;7805500
ROSN;D;210325;000000;568.6;574.7;566.45;574.65;6834050
ROSN;D;210326;000000;576.05;585.15;575.85;582.2;10211450
ROSN;D;210329;000000;579.5;584.25;572;575.3;8310250
ROSN;D;210330;000000;576.3;579.2;565.3;570.25;6151980
ROSN;D;210331;000000;571;574.95;567.1;572.6;9089920
ROSN;D;210401;000000;574.1;576.75;561.4;568.9;11593270
ROSN;D;210402;000000;568.9;569.9;565.6;566.65;1029300
ROSN;D;210405;000000;567.1;567.75;557.25;560.15;3133260
ROSN;D;210406;000000;562.3;563.15;545.45;547.55;5960860
ROSN;D;210407;000000;547.5;555.55;543.25;551.5;6156110
ROSN;D;210408;000000;549.9;554.8;545.15;549.3;4636060
ROSN;D;210409;000000;547.65;548.7;536.05;538;6256000
ROSN;D;210412;000000;535.2;541.35;532.5;540.15;6139660
ROSN;D;210413;000000;541.3;552.25;534.55;551.95;4892780
ROSN;D;210414;000000;556.05;556.1;546.25;552.1;5658280
ROSN;D;210415;000000;548.6;562.6;545.4;556.5;6284300
ROSN;D;210416;000000;560.05;561.4;549.2;555.05;4001960
ROSN;D;210419;000000;552.05;554.7;546.05;548.05;3363600
ROSN;D;210420;000000;549.9;553.9;537.5;541.05;5466560
ROSN;D;210421;000000;540.8;547.35;538.65;545.7;2814680
ROSN;D;210422;000000;546.25;546.9;536.6;541.6;5871040
ROSN;D;210423;000000;543;544.8;533.95;538.5;5056970
ROSN;D;210426;000000;537.85;537.85;527.5;530.6;5746610
ROSN;D;210427;000000;531.05;533.7;524.5;528;4247670
ROSN;D;210428;000000;529;529.75;522.1;527.95;4575220
ROSN;D;210429;000000;530;536.1;526.05;528.75;6331160
ROSN;D;210430;000000;527.65;529.7;521.55;525.2;5133150
ROSN;D;210504;000000;526.7;538.15;526.3;537.15;5102830
ROSN;D;210505;000000;540;546.8;537.05;538.65;6084410
ROSN;D;210506;000000;540.6;542.8;534.2;538.55;4533640
ROSN;D;210507;000000;540;541.65;533.25;536.2;3166660
ROSN;D;210510;000000;537.2;547.5;533.55;541.95;5096230
ROSN;D;210511;000000;539.9;541.6;528.6;532;5230870
ROSN;D;210512;000000;532.8;551.3;529.85;542.2;8515340
ROSN;D;210513;000000;541;552;539.5;550;6446300
ROSN;D;210514;000000;552;553.7;541.2;545.65;4089830
ROSN;D;210517;000000;545.85;546.1;535.9;545.55;3852360
ROSN;D;210518;000000;546.35;551;538.35;540.45;5971840
ROSN;D;210519;000000;539.6;539.6;526.35;529.5;4943050
ROSN;D;210520;000000;529.55;529.85;514.3;517.35;6585010
ROSN;D;210521;000000;516.8;528.55;515.3;525.55;5372140
ROSN;D;210524;000000;526.85;531.4;519.3;523.95;3162900
ROSN;D;210525;000000;525.15;530.45;523.2;524.35;3535020
ROSN;D;210526;000000;526.3;532.2;522.2;525.85;3743550
ROSN;D;210527;000000;523;525.2;519.8;525.2;4313580
