<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
ROSN;D;221118;000000;336.65;338.4;332.85;336.9;2564558
ROSN;D;221121;000000;335.6;336.1;324.8;331.85;6241129
ROSN;D;221122;000000;331.9;337.1;330.4;334.95;3797480
ROSN;D;221123;000000;335.8;339.5;331.25;337.95;3929361
ROSN;D;221124;000000;338.25;339.2;333.75;334.75;2218152
ROSN;D;221125;000000;334.1;337;332.4;335.9;1942921
ROSN;D;221128;000000;332.75;334.8;328.05;333.2;4274004
ROSN;D;221129;000000;335.05;337.5;333.6;335.9;1714394
ROSN;D;221130;000000;336.1;336.6;334.15;336.25;1228651
ROSN;D;221201;000000;336.4;338.35;334.85;335.9;1975277
ROSN;D;221202;000000;336.1;336.35;334.2;335;1036774
ROSN;D;221205;000000;334.9;344.7;333.25;340.45;4040604
ROSN;D;221206;000000;341.5;343.3;335.25;336;1934247
ROSN;D;221207;000000;335.85;337;330.5;335.1;3295443
ROSN;D;221208;000000;335.75;336.95;333.15;333.7;1116998
ROSN;D;221209;000000;334;337;333.35;336.15;1416085
ROSN;D;221212;000000;336.2;339.7;333;335.2;1585537
ROSN;D;221213;000000;336;337.95;334.05;337.4;1232486
ROSN;D;221214;000000;337.55;337.9;333.05;333.5;1407458
ROSN;D;221215;000000;333.6;334;327.4;328;2220999
ROSN;D;221216;000000;328.25;331.95;326.05;330.9;1595817
ROSN;D;221219;000000;330.95;337;329.1;333;1978774
ROSN;D;221220;000000;334;345.2;333.1;344.15;3291044
ROSN;D;221221;000000;346;348;340.35;345.2;2998701
ROSN;D;221222;000000;346.2;348.2;343.15;344.7;2000261
ROSN;D;221223;000000;345;346.25;340.3;343.3;1398401
ROSN;D;221226;000000;343.7;353.15;343.7;352.4;3574585
ROSN;D;221227;000000;353.2;356.3;352.5;355.45;2134255
ROSN;D;221228;000000;355.55;356.65;353.9;355.1;1786398
ROSN;D;221229;000000;354.45;360.65;354.05;359.6;2420848
ROSN;D;221230;000000;360.3;365.75;359.15;365.4;2507541
ROSN;D;230103;000000;367.95;372.75;366.2;368.05;2635083
ROSN;D;230104;000000;366.8;367.6;363.25;365.8;1789053
ROSN;D;230105;000000;366.9;369;365.8;367.5;1321431
ROSN;D;230106;000000;367.8;368.5;366.75;367.3;937068
ROSN;D;230109;000000;368.2;369.7;366.05;367.95;4329092
ROSN;D;230110;000000;367.5;368;362.2;366.75;5570861
ROSN;D;230111;000000;347.7;350.5;345;347.35;8044367
ROSN;D;230112;000000;347.2;347.8;345.6;346.85;1526709
ROSN;D;230113;000000;345.95;347;345.35;346.05;1402647
ROSN;D;230116;000000;346.45;347.6;345.05;345.8;1708966
ROSN;D;230117;000000;345.8;345.9;340.3;341.35;2007008
ROSN;D;230118;000000;340.35;345.9;340.15;344.15;2037299
ROSN;D;230119;000000;343.35;343.85;339;339.8;1690616
ROSN;D;230120;000000;339.9;340.45;334.5;336.55;2284023
ROSN;D;230123;000000;338.45;340.25;336.2;340.05;1145184
ROSN;D;230124;000000;340.9;343;335.8;336.75;1841876
ROSN;D;230125;000000;336.55;338.8;335.4;338.2;1287985
ROSN;D;230126;000000;338.4;339.2;334.1;335;2092559
ROSN;D;230127;000000;335;337.8;333.4;336.95;1448818
ROSN;D;230130;000000;337.1;338.7;335.5;337.65;1338101
ROSN;D;230131;000000;337.1;340.9;337.1;340.75;2098303
ROSN;D;230201;000000;340.95;344.4;340.9;343;2819914
ROSN;D;230202;000000;344;344.95;341.45;342.1;1673667
ROSN;D;230203;000000;341.95;343.75;339;341.85;1672596
ROSN;D;230206;000000;341.45;347.95;341.1;347.1;2995646
ROSN;D;230207;000000;348;358.15;346.75;355.25;5376588
ROSN;D;230208;000000;355.75;359.35;348.05;349.85;4770176
ROSN;D;230209;000000;359.25;359.3;347.05;350.2;2588044
ROSN;D;230210;000000;349.1;351.8;347.3;351;1610662
ROSN;D;230213;000000;350.25;355;349.2;349.4;1646336
ROSN;D;230214;000000;349.8;350.4;343.5;344.2;3186088
ROSN;D;230215;000000;343.45;346;334.4;339.6;3431162
ROSN;D;230216;000000;341.25;344.95;340.55;342.55;1701978
ROSN;D;230217;000000;341.65;346.8;339.4;345.1;1785199
ROSN;D;230220;000000;345.1;348.45;339;347.1;2425494
ROSN;D;230221;000000;347;354.6;347;352.65;3527598
ROSN;D;230222;000000;352.7;354.65;349.4;353.75;1608221
ROSN;D;230224;000000;354.1;355.65;350.15;352.45;1163806
ROSN;D;230227;000000;350.75;359;350.35;357.75;2345050
ROSN;D;230228;000000;357.75;361.35;356.35;358.4;2607421
ROSN;D;230301;000000;359.15;364.45;358.6;361.4;2677111
ROSN;D;230302;000000;361.55;361.9;354.15;355.05;3621043
ROSN;D;230303;000000;354.2;359.6;354.2;358.8;1633385
ROSN;D;230306;000000;361.8;365.95;359.8;365.35;2468996
ROSN;D;230307;000000;365.4;366;362.75;364.3;2050678
ROSN;D;230309;000000;364.95;366.45;362.65;364;1634522
ROSN;D;230310;000000;363;366.55;359.55;365.9;2267757
ROSN;D;230313;000000;366.25;368.25;360.05;363.5;3128959
ROSN;D;230314;000000;362.4;371;362;364.55;2797705
ROSN;D;230315;000000;364.85;367.9;355.5;357.95;3624140
ROSN;D;230316;000000;357.4;359.5;353.2;359.2;2199481
ROSN;D;230317;000000;360.3;366;357.25;365.2;4449517
ROSN;D;230320;000000;366.3;380;364.65;377.4;6743530
ROSN;D;230321;000000;379.45;384.7;367.65;371.8;6548585
ROSN;D;230322;000000;371.65;379.7;368.25;375.5;3341038
ROSN;D;230323;000000;375.75;378.05;371.8;374.45;1740017
ROSN;D;230324;000000;375.15;378;373.4;377.25;1229053
ROSN;D;230327;000000;378.6;384.95;377.65;383.25;2926400
ROSN;D;230328;000000;384.15;384.55;377.65;381.5;2267865
ROSN;D;230329;000000;382.6;386.65;378.15;385.45;3172485
ROSN;D;230330;000000;385.6;387.85;383;386.15;1695216
ROSN;D;230331;000000;386.5;386.9;376.1;380.9;3095377
ROSN;D;230403;000000;393.8;396;388.1;390.9;6287163
ROSN;D;230404;000000;391.75;394.1;387.25;390;3240344
ROSN;D;230405;000000;390.3;391.95;382.15;389.7;2649736
ROSN;D;230406;000000;390.05;393.4;388.6;389.8;2656065
ROSN;D;230407;000000;390.75;392.2;386.65;391.7;1793265
ROSN;D;230410;000000;391.9;395.45;391.2;393.5;2506465
ROSN;D;230411;000000;394.65;397.45;385.1;388.35;3439379
ROSN;D;230412;000000;388.65;391.9;388.1;390.9;1481347
ROSN;D;230413;000000;391.65;391.8;387.3;390.1;1102799
ROSN;D;230414;000000;390;394;385.25;392.4;2198781
ROSN;D;230417;000000;394;395.95;392.6;395.85;2063995
ROSN;D;230418;000000;396;398.85;393.85;397;2295714
ROSN;D;230419;000000;397.3;402.95;394.9;396.1;4245021
ROSN;D;230420;000000;395.75;399;390.05;396.5;3420740
ROSN;D;230421;000000;397.75;401;394.55;398.75;1853982
ROSN;D;230424;000000;398.35;400.95;396.8;400.4;1468056
ROSN;D;230425;000000;399.8;400.75;395;396.45;1324609
ROSN;D;230426;000000;396.3;399.5;395.45;395.75;1228446
ROSN;D;230427;000000;396.05;398.6;394.35;398.25;1296634
ROSN;D;230428;000000;398.95;399.75;393.3;393.8;2142986
ROSN;D;230502;000000;393.95;395.8;387.5;390;2594432
ROSN;D;230503;000000;390.05;390.15;377.05;378;2927388
ROSN;D;230504;000000;378.3;382.1;376;379.95;1920188
ROSN;D;230505;000000;379.5;383;376;378.65;1808969
ROSN;D;230508;000000;379.9;382.6;378.75;381.1;676469
ROSN;D;230510;000000;380.95;393.45;380.05;392.1;2254064
ROSN;D;230511;000000;392.55;398.95;387.4;391.65;4191772
ROSN;D;230512;000000;391.8;398.95;390.7;398.95;2476168
ROSN;D;230515;000000;399;409;397.15;407.85;4892364
ROSN;D;230516;000000;408.9;413.8;405.25;410.75;3074107
ROSN;D;230517;000000;410.8;418.95;406.05;414.8;2878133
ROSN;D;230518;000000;416.15;417;411.25;414.1;2790932
ROSN;D;230519;000000;414.25;415.95;410.15;413.65;2376135
ROSN;D;230522;000000;417;428.35;414.2;424.5;4214249
ROSN;D;230523;000000;425.2;427.85;419.4;424.8;3056110
ROSN;D;230524;000000;425.25;440;422.9;436;5451954
ROSN;D;230525;000000;437.85;438.7;428.55;430.15;5200097
ROSN;D;230526;000000;428.85;434.65;425.3;432.9;3217862
ROSN;D;230529;000000;435.35;441.7;435;440.45;4293959
ROSN;D;230530;000000;437.95;444.5;431;434.5;6063258
ROSN;D;230531;000000;433.6;451.75;431.3;450.1;9672031
ROSN;D;230601;000000;452.05;458.85;448;451.5;5614408
ROSN;D;230602;000000;453.5;459;452.3;458.95;3256858
ROSN;D;230605;000000;466;472.45;454.5;458.6;7136698
ROSN;D;230606;000000;457.15;464.9;449.25;462.1;3966640
ROSN;D;230607;000000;462.15;467.95;455.8;459.85;3226315
ROSN;D;230608;000000;459.9;463.8;456;458.15;1744934
ROSN;D;230609;000000;459.45;464.25;456.75;463.5;2768614
ROSN;D;230613;000000;465.6;480;464.7;479.85;5943556
ROSN;D;230614;000000;481.95;482.85;475.2;478.4;3811387
ROSN;D;230615;000000;479.2;482;475.5;481.75;4196826
ROSN;D;230616;000000;482.25;483.7;477.3;480.4;2314326
ROSN;D;230619;000000;482.4;486.4;478;485.85;3935767
ROSN;D;230620;000000;486.95;489.65;475.65;483.4;3786462
ROSN;D;230621;000000;482.5;485.7;478.8;481.35;2000281
ROSN;D;230622;000000;481.45;482.95;470.55;475.45;2304212
ROSN;D;230623;000000;474.3;481;466.1;467.55;5051402
ROSN;D;230626;000000;470.15;479.35;463.95;474.4;3776916
ROSN;D;230627;000000;475.85;480;470.45;475.85;3129590
ROSN;D;230628;000000;476;478.95;474.15;477.05;1830009
ROSN;D;230629;000000;477.15;483.8;477;482.1;3360300
ROSN;D;230630;000000;482.75;484.5;480.7;482.35;1741581
ROSN;D;230703;000000;483.6;484.5;476.55;478.05;2565081
ROSN;D;230704;000000;478.3;479.15;467.6;473.4;2830233
ROSN;D;230705;000000;474.2;478.5;472.25;473.9;2546844
ROSN;D;230706;000000;473.5;480;473.5;476.75;3392491
ROSN;D;230707;000000;476;482.95;474.5;482.4;4037618
ROSN;D;230710;000000;470.1;477.95;470;477.45;4504388
ROSN;D;230711;000000;477.5;479.45;475.75;478.8;1451978
ROSN;D;230712;000000;478.75;487.85;477.95;487.05;4910749
ROSN;D;230713;000000;489.2;495.8;482.3;488.4;4482654
ROSN;D;230714;000000;487.55;489.95;484.3;487.65;1888727
ROSN;D;230717;000000;486;491.8;484;489.3;2939269
ROSN;D;230718;000000;489.2;492.6;488.6;490.15;2392982
ROSN;D;230719;000000;491;492.05;482.55;485.95;2571885
ROSN;D;230720;000000;485.9;487;475;475.1;2900014
ROSN;D;230721;000000;475.8;483.95;475.35;483.2;2824129
ROSN;D;230724;000000;483.2;484.5;480;481.6;1654705
ROSN;D;230725;000000;482.4;492.2;481.45;489.15;3236083
ROSN;D;230726;000000;488.9;491.3;486.15;486.9;2048979
ROSN;D;230727;000000;487.55;494.95;487.55;493.75;2333583
ROSN;D;230728;000000;493.8;501;492.4;500.65;3920035
ROSN;D;230731;000000;502.7;510;502.1;508.75;3834835
ROSN;D;230801;000000;509.6;518.7;502.6;516.7;5152643
ROSN;D;230802;000000;517.55;523.8;512.05;522.95;4550961
ROSN;D;230803;000000;522.7;528.95;518.6;526.7;3156368
ROSN;D;230804;000000;527.2;539.15;511.5;521.95;6544046
ROSN;D;230807;000000;526.1;540.8;518.2;524.6;6440156
ROSN;D;230808;000000;523.75;528.4;517.55;527.9;2858096
ROSN;D;230809;000000;528.95;533.95;525.3;533.2;2724749
ROSN;D;230810;000000;534.45;537.9;532.5;535.2;2141148
ROSN;D;230811;000000;536.05;549.6;530.15;549;5879034
ROSN;D;230814;000000;551.05;565;536.6;539.75;10326696
ROSN;D;230815;000000;537;560.85;531;546.3;8500778
ROSN;D;230816;000000;546.35;550.8;523.7;532.95;6233100
ROSN;D;230817;000000;538.15;544.9;532;544.45;4602170
ROSN;D;230818;000000;543.95;548.65;540.15;548.2;2570507
ROSN;D;230821;000000;549;553;545.05;547.45;2196064
ROSN;D;230822;000000;547.8;550.45;542.3;549.5;2557733
ROSN;D;230823;000000;549.75;551;529.55;534.5;4531574
ROSN;D;230824;000000;536.95;541.5;533.35;539.8;1952825
ROSN;D;230825;000000;540.8;541.5;536.2;538.85;1542455
ROSN;D;230828;000000;540.05;546;537.5;545.55;2723570
ROSN;D;230829;000000;545.3;559.3;539.05;558.3;4392896
ROSN;D;230830;000000;561.55;564.4;550.65;556.9;6048998
ROSN;D;230831;000000;557.2;558.45;553.55;556.15;2576867
ROSN;D;230901;000000;556.35;559.65;553.05;559.15;2652237
ROSN;D;230904;000000;559.9;568.8;559.9;567.25;4176962
ROSN;D;230905;000000;568;575.75;565.05;574.4;6384802
ROSN;D;230906;000000;574.55;582.25;570.15;578.8;4775600
ROSN;D;230907;000000;578.8;584;555.25;564.6;7003656
ROSN;D;230908;000000;564.6;567.45;552.6;557.95;3257031
ROSN;D;230911;000000;557.45;558.25;542.05;549.1;4172188
ROSN;D;230912;000000;552;562.8;551.7;562;3053566
ROSN;D;230913;000000;563.25;563.45;553;555.15;1797711
ROSN;D;230914;000000;555.15;559;541.2;556.3;3338884
ROSN;D;230915;000000;556.6;563;551.7;562.8;3232633
ROSN;D;230918;000000;565;570.9;556.1;557.1;2842302
ROSN;D;230919;000000;558.25;559.95;542.95;544;3683245
ROSN;D;230920;000000;544;549.7;527.35;529.35;9812683
ROSN;D;230921;000000;527.95;528;504.2;508;15081435
ROSN;D;230922;000000;510.25;515.8;497.75;513.9;11587463
ROSN;D;230925;000000;513.9;523;510;520.65;5781473
ROSN;D;230926;000000;518.9;519.9;508.15;517.85;4174807
ROSN;D;230927;000000;520.3;531.25;519.4;529.95;4975773
ROSN;D;230928;000000;531.4;537;530.5;535.7;3952262
ROSN;D;230929;000000;536;539.4;532.3;537;3177517
ROSN;D;231002;000000;538.55;544.35;534.55;535.55;4048595
ROSN;D;231003;000000;534.65;540.65;526.9;538.9;3193793
ROSN;D;231004;000000;538.05;543.25;533.6;533.95;3434001
ROSN;D;231005;000000;536;539.6;530.3;534.7;2482933
ROSN;D;231006;000000;534.6;537.65;530;534.2;2954584
ROSN;D;231009;000000;541.15;553.2;538.6;552.5;6925700
ROSN;D;231010;000000;552.45;554.5;547.05;549;2938061
ROSN;D;231011;000000;549.5;559.65;537.3;540.35;6375337
ROSN;D;231012;000000;538.45;548.7;535;546.05;4047855
ROSN;D;231013;000000;546.65;562;545.4;561.85;4963528
ROSN;D;231016;000000;564;569.95;561.05;568.65;5012267
ROSN;D;231017;000000;568.8;574.5;563.15;573.05;4284992
ROSN;D;231018;000000;574.95;589.9;573.55;586.8;9688002
ROSN;D;231019;000000;586;596.25;580.55;595.25;5938288
ROSN;D;231020;000000;596.1;605.25;586.7;602.9;7851079
ROSN;D;231023;000000;601;607.8;590.35;593.3;5966497
ROSN;D;231024;000000;593;593.2;584.5;586.2;3865069
ROSN;D;231025;000000;585;593.4;580.7;590.5;4230089
ROSN;D;231026;000000;590.85;594.5;582.65;583;3471675
ROSN;D;231027;000000;584.5;597.95;576;594.6;6830853
ROSN;D;231030;000000;593.1;593.1;586.15;587.2;2797942
ROSN;D;231031;000000;586.2;588.4;571.4;574.55;4764688
ROSN;D;231101;000000;573.9;586.3;573.7;579.5;4121266
ROSN;D;231102;000000;581.25;589.75;580.75;586.25;3424614
ROSN;D;231103;000000;588.4;590;577.8;581.5;3687213
ROSN;D;231106;000000;582.1;589;580.6;588.95;1890640
ROSN;D;231107;000000;588.5;589;583.6;583.95;2185463
ROSN;D;231108;000000;583.95;587.85;581.05;581.65;2301486
ROSN;D;231109;000000;581.45;587.55;576;583.1;3371644
ROSN;D;231110;000000;583.45;601.45;583;598.3;9597029
ROSN;D;231113;000000;600;601.85;593.75;598.3;4281542
ROSN;D;231114;000000;597.8;598.95;581.35;591.3;4639294
ROSN;D;231115;000000;589.8;590.7;580.1;585;5202737
ROSN;D;231116;000000;583.45;587;570.35;572.75;3571358
ROSN;D;231117;000000;572.55;583.4;568.55;583.3;4816033
ROSN;D;231120;000000;584.4;586.15;579.85;581.5;2169737
ROSN;D;231121;000000;580.9;584.6;576.4;583.4;2113369
ROSN;D;231122;000000;582.7;586.6;580.05;581.75;2716947
ROSN;D;231123;000000;581.5;582.7;580;580.8;1295984
ROSN;D;231124;000000;581.35;584.5;571.5;578.85;3449425
ROSN;D;231127;000000;578.15;583.85;574.5;578;2726795
ROSN;D;231128;000000;577.95;589.9;573;589.9;3423626
ROSN;D;231129;000000;589.85;594;583.45;593.45;3560150
ROSN;D;231130;000000;597.9;597.9;582.05;584.3;5566666
ROSN;D;231201;000000;583.4;584.05;574.05;575.15;2621031
ROSN;D;231204;000000;573.8;574.9;562.15;565;3366080
ROSN;D;231205;000000;567.2;576.75;563;574.35;2235741
ROSN;D;231206;000000;574.8;575.8;563;565.55;2260242
ROSN;D;231207;000000;565;570.65;558.5;560.6;4006958
ROSN;D;231208;000000;562.95;567.15;560;564.7;1598457
ROSN;D;231211;000000;564.7;568;553.55;555;2436930
ROSN;D;231212;000000;554.8;557.4;545.05;549.55;2531287
ROSN;D;231213;000000;546.3;556.55;544.3;555.85;1735472
ROSN;D;231214;000000;556.85;558.6;535.65;535.7;3416548
ROSN;D;231215;000000;535.6;563;535.6;561.5;3936790
ROSN;D;231218;000000;567;569.5;563.1;566.65;3577369
ROSN;D;231219;000000;566.7;574.8;564.25;574;3112781
ROSN;D;231220;000000;574.6;584.9;573.2;578.6;3380683
ROSN;D;231221;000000;580.4;580.4;569.5;577.1;2974266
ROSN;D;231222;000000;579.95;585.45;578.15;583.75;2574808
ROSN;D;231225;000000;585;588.45;580;584.45;1689609
ROSN;D;231226;000000;585;592;583;589.3;2228358
ROSN;D;231227;000000;590;596.65;589.5;594.55;2901799
ROSN;D;231228;000000;596.05;596.7;589.1;591.9;1817659
ROSN;D;231229;000000;591.75;595.25;586.35;593.2;1874246
ROSN;D;240103;000000;595.55;604;594.75;604;1939948
ROSN;D;240104;000000;605.25;605.6;600.5;601.15;1182510
ROSN;D;240105;000000;602.1;605.55;599;604.05;1962271
ROSN;D;240108;000000;605;606.95;600.5;602.3;1795560
ROSN;D;240109;000000;603;603.75;597.85;600.55;3240395
ROSN;D;240110;000000;598.2;601.95;598.15;601;5053247
ROSN;D;240111;000000;574.05;582.15;571;579.6;9552539
ROSN;D;240112;000000;583.5;589.9;580.85;584.2;5373731
ROSN;D;240115;000000;585.05;587.9;579.6;581.4;2554880
ROSN;D;240116;000000;582.6;582.6;577.15;578.4;1578182
ROSN;D;240117;000000;578.35;580.75;569.8;574.75;3907099
ROSN;D;240118;000000;575.75;578.15;571.85;573.95;2074597
ROSN;D;240119;000000;574;577.6;570.6;574.95;2642477
ROSN;D;240122;000000;575.4;579.7;575.4;577.95;1860332
ROSN;D;240123;000000;578.95;580.5;576.5;579.9;1419520
ROSN;D;240124;000000;580.35;582.15;572.1;575.75;1843317
ROSN;D;240125;000000;574;576;572.6;574.65;1866939
ROSN;D;240126;000000;576.8;577.65;572.35;573.9;1545741
ROSN;D;240129;000000;574.6;580.45;573;575.75;3546786
ROSN;D;240130;000000;576.35;578.45;572.6;573.95;2240386
ROSN;D;240131;000000;574.35;576.5;572;575;3279832
ROSN;D;240201;000000;575.55;582;574;576.5;4623656
ROSN;D;240202;000000;577.05;584.95;574.5;583.95;5211158
ROSN;D;240205;000000;584.1;592.95;584.1;592;5219238
ROSN;D;240206;000000;592.95;593.75;590.5;593.55;2073014
ROSN;D;240207;000000;593.7;595.7;588.8;589.7;4028398
ROSN;D;240208;000000;587;591.4;580;587.75;3278186
ROSN;D;240209;000000;587.8;592.9;586.6;589.75;2550838
ROSN;D;240212;000000;590.15;592.35;585;588.95;2661391
ROSN;D;240213;000000;589.95;593.45;589.55;592.75;2387698
ROSN;D;240214;000000;593.75;594.65;589.65;590.05;1932668
ROSN;D;240215;000000;590;591.6;587.55;589.15;2637893
ROSN;D;240216;000000;590.15;591;582.4;585.5;4190539
ROSN;D;240219;000000;585.6;589.5;581.55;586.25;2549955
ROSN;D;240220;000000;586;586.05;570.2;572.1;5158911
ROSN;D;240221;000000;572.1;576.75;560.25;562.35;6692066
ROSN;D;240222;000000;564.4;565.75;558.5;562.35;2740789
ROSN;D;240226;000000;566.65;577.3;566.65;575.55;3622806
ROSN;D;240227;000000;575.4;575.55;566.05;568.2;3484260
ROSN;D;240228;000000;567.8;570.35;565.25;568.5;2558148
ROSN;D;240229;000000;568.4;580.5;567;578;3607482
ROSN;D;240301;000000;578.1;581.6;573.25;577.45;2354297
ROSN;D;240304;000000;578.85;583.6;578.55;582.5;2062070
ROSN;D;240305;000000;582.7;588.8;579.5;585.55;2702344
ROSN;D;240306;000000;585.75;589.95;584.5;585.15;1874631
ROSN;D;240307;000000;584.8;589.8;583.1;589.45;1429218
ROSN;D;240311;000000;589.7;592.5;587.05;588.35;1917858
ROSN;D;240312;000000;588.6;589;585.05;588.25;1809433
ROSN;D;240313;000000;586.55;588.35;580.7;581.45;2710923
ROSN;D;240314;000000;581;586;577.8;584;2570897
ROSN;D;240315;000000;583;587.15;579.6;584.2;1767586
ROSN;D;240318;000000;584;586.45;581.55;583.1;1283694
ROSN;D;240319;000000;582.7;583.7;556.3;565.35;15170278
ROSN;D;240320;000000;565.35;566.55;551.2;560.3;15820536
ROSN;D;240321;000000;561.3;575;557.25;562.8;13578282
ROSN;D;240322;000000;562.85;563.95;551;554.2;10044373
ROSN;D;240325;000000;556.75;559.85;548.5;558.05;8576498
ROSN;D;240326;000000;559;559;554.15;556.1;4715880
ROSN;D;240327;000000;556.1;557.5;551.25;555.4;3620770
ROSN;D;240328;000000;557;565.8;555.75;565.75;8138568
ROSN;D;240329;000000;567.65;569.4;563.5;565.75;5551116
ROSN;D;240401;000000;567.95;573.55;566.8;568.85;8188468
ROSN;D;240402;000000;570.05;574.5;567.5;572.9;4815709
ROSN;D;240403;000000;573.1;579;572;576.9;4824268
ROSN;D;240404;000000;577.7;580;575.65;578.05;3919154
ROSN;D;240405;000000;578.85;579.65;574;576.1;3294264
ROSN;D;240408;000000;576.45;579.75;571.55;574.5;3292069
ROSN;D;240409;000000;574.55;576.2;565.75;568.4;4658816
ROSN;D;240410;000000;568.55;574.5;565.6;573.2;2485455
ROSN;D;240411;000000;573.25;576.6;573.25;575.05;557769
